raw_line,datefrag,timefrag,thread,level,component,message,block_ids,ips,size,src_ip,dest_ip,_timestamp,block_id_list,trace_id,module,subcomponent,template,template_id
081110 015832 34 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.240:50010 is added to blk_-6330812010936261924 size 67108864,81110,15832,34,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.71.240:50010 is added to blk_-6330812010936261924 size 67108864,blk_-6330812010936261924,10.251.71.240:50010,67108864,,,,['blk_-6330812010936261924'],blk_-6330812010936261924,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 015942 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001976_0/part-01976. blk_-8380267327243110056,81110,15942,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.allocateBlock: /user/root/randtxt/_temporary/_task_200811092030_0003_m_001976_0/part-01976. blk_-8380267327243110056,blk_-8380267327243110056,,0,,,,['blk_-8380267327243110056'],blk_-8380267327243110056,dfs,FSNamesystem,BLOCK* NameSystem.allocateBlock: <*> <*>,5
081110 015959 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_-8077373411465716253 size 67108864,81110,15959,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.110.160:50010 is added to blk_-8077373411465716253 size 67108864,blk_-8077373411465716253,10.251.110.160:50010,67108864,,,,['blk_-8077373411465716253'],blk_-8077373411465716253,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 020011 6037 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_-9198375937828232046 terminating,81110,20011,6037,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_-9198375937828232046 terminating,blk_-9198375937828232046,,0,,,,['blk_-9198375937828232046'],blk_-9198375937828232046,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 020019 5935 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_9107849594802857322 terminating,81110,20019,5935,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_9107849594802857322 terminating,blk_9107849594802857322,,0,,,,['blk_9107849594802857322'],blk_9107849594802857322,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 020034 6204 INFO dfs.DataNode$DataXceiver: Receiving block blk_271142976916798281 src: /10.251.70.112:50176 dest: /10.251.70.112:50010,81110,20034,6204,INFO,dfs.DataNode$DataXceiver,Receiving block blk_271142976916798281 src: /10.251.70.112:50176 dest: /10.251.70.112:50010,blk_271142976916798281,"10.251.70.112:50176,10.251.70.112:50010",0,10.251.70.112:50176,10.251.70.112:50010,,['blk_271142976916798281'],blk_271142976916798281,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081110 020140 6146 INFO dfs.DataNode$PacketResponder: Received block blk_4029732570544915384 of size 67108864 from /10.251.35.1,81110,20140,6146,INFO,dfs.DataNode$PacketResponder,Received block blk_4029732570544915384 of size 67108864 from /10.251.35.1,blk_4029732570544915384,,67108864,,,,['blk_4029732570544915384'],blk_4029732570544915384,dfs.DataNode,PacketResponder,Received block <*> of size <*> from <*>,3
081110 020249 6148 INFO dfs.DataNode$PacketResponder: PacketResponder 0 for block blk_679168189072909208 terminating,81110,20249,6148,INFO,dfs.DataNode$PacketResponder,PacketResponder 0 for block blk_679168189072909208 terminating,blk_679168189072909208,,0,,,,['blk_679168189072909208'],blk_679168189072909208,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 020302 33 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_6285161494041403917 size 67108864,81110,20302,33,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_6285161494041403917 size 67108864,blk_6285161494041403917,10.251.43.192:50010,67108864,,,,['blk_6285161494041403917'],blk_6285161494041403917,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 020313 6034 INFO dfs.DataNode$PacketResponder: Received block blk_-5306443381473737599 of size 67108864 from /10.251.195.52,81110,20313,6034,INFO,dfs.DataNode$PacketResponder,Received block blk_-5306443381473737599 of size 67108864 from /10.251.195.52,blk_-5306443381473737599,,67108864,,,,['blk_-5306443381473737599'],blk_-5306443381473737599,dfs.DataNode,PacketResponder,Received block <*> of size <*> from <*>,3
081110 020322 6131 INFO dfs.DataNode$PacketResponder: PacketResponder 2 for block blk_-2466006073687914843 terminating,81110,20322,6131,INFO,dfs.DataNode$PacketResponder,PacketResponder 2 for block blk_-2466006073687914843 terminating,blk_-2466006073687914843,,0,,,,['blk_-2466006073687914843'],blk_-2466006073687914843,dfs.DataNode,PacketResponder,PacketResponder <*> for block <*> terminating,1
081110 020325 27 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.210:50010 is added to blk_-6995454028444097802 size 67108864,81110,20325,27,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.210:50010 is added to blk_-6995454028444097802 size 67108864,blk_-6995454028444097802,10.251.43.210:50010,67108864,,,,['blk_-6995454028444097802'],blk_-6995454028444097802,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 020357 31 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_344934934043642744 size 67108864,81110,20357,31,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.6.4:50010 is added to blk_344934934043642744 size 67108864,blk_344934934043642744,10.250.6.4:50010,67108864,,,,['blk_344934934043642744'],blk_344934934043642744,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 020458 28 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_4984720043834039361 size 67108864,81110,20458,28,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.250.7.230:50010 is added to blk_4984720043834039361 size 67108864,blk_4984720043834039361,10.250.7.230:50010,67108864,,,,['blk_4984720043834039361'],blk_4984720043834039361,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 020509 6043 INFO dfs.DataNode$DataXceiver: Receiving block blk_6398122733993275620 src: /10.251.111.80:53737 dest: /10.251.111.80:50010,81110,20509,6043,INFO,dfs.DataNode$DataXceiver,Receiving block blk_6398122733993275620 src: /10.251.111.80:53737 dest: /10.251.111.80:50010,blk_6398122733993275620,"10.251.111.80:53737,10.251.111.80:50010",0,10.251.111.80:53737,10.251.111.80:50010,,['blk_6398122733993275620'],blk_6398122733993275620,dfs.DataNode,DataXceiver,Receiving block <*> src: <*> dest: <*>,4
081110 020632 32 INFO dfs.FSNamesystem: BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_325981833999429148 size 67108864,81110,20632,32,INFO,dfs.FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: 10.251.43.192:50010 is added to blk_325981833999429148 size 67108864,blk_325981833999429148,10.251.43.192:50010,67108864,,,,['blk_325981833999429148'],blk_325981833999429148,dfs,FSNamesystem,BLOCK* NameSystem.addStoredBlock: blockMap updated: <*> is added to <*> size <*>,2
081110 020724 29 INFO dfs.FSNamesystem: BLOCK* NameSystem.delete: blk_2568309208894455676 is added to invalidSet of 10.251.31.160:50010,81110,20724,29,INFO,dfs.FSNamesystem,BLOCK* NameSystem.delete: blk_2568309208894455676 is added to invalidSet of 10.251.31.160:50010,blk_2568309208894455676,10.251.31.160:50010,0,,,,['blk_2568309208894455676'],blk_2568309208894455676,dfs,FSNamesystem,BLOCK* NameSystem.delete: blk_2568309208894455676 is added to invalidSet of 10.251.31.160:50010,10
081110 022226 6281 INFO dfs.DataNode$DataXceiver: 10.250.19.16:50010 Served block blk_1078000656626961731 to /10.250.19.16,81110,22226,6281,INFO,dfs.DataNode$DataXceiver,10.250.19.16:50010 Served block blk_1078000656626961731 to /10.250.19.16,blk_1078000656626961731,10.250.19.16:50010,0,,,,['blk_1078000656626961731'],blk_1078000656626961731,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 023456 6415 WARN dfs.DataNode$DataXceiver: 10.251.67.225:50010:Got exception while serving blk_-6900989714336081087 to /10.251.25.237:,81110,23456,6415,WARN,dfs.DataNode$DataXceiver,10.251.67.225:50010:Got exception while serving blk_-6900989714336081087 to /10.251.25.237:,blk_-6900989714336081087,10.251.67.225:50010,0,,,,['blk_-6900989714336081087'],blk_-6900989714336081087,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 024834 6371 INFO dfs.DataNode$DataXceiver: 10.251.126.227:50010 Served block blk_-8306714721294235181 to /10.251.126.227,81110,24834,6371,INFO,dfs.DataNode$DataXceiver,10.251.126.227:50010 Served block blk_-8306714721294235181 to /10.251.126.227,blk_-8306714721294235181,10.251.126.227:50010,0,,,,['blk_-8306714721294235181'],blk_-8306714721294235181,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 030331 6561 WARN dfs.DataNode$DataXceiver: 10.251.42.191:50010:Got exception while serving blk_-8023826090828946372 to /10.251.214.130:,81110,30331,6561,WARN,dfs.DataNode$DataXceiver,10.251.42.191:50010:Got exception while serving blk_-8023826090828946372 to /10.251.214.130:,blk_-8023826090828946372,10.251.42.191:50010,0,,,,['blk_-8023826090828946372'],blk_-8023826090828946372,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 030942 6646 WARN dfs.DataNode$DataXceiver: 10.251.31.5:50010:Got exception while serving blk_-1367876730256254709 to /10.251.67.225:,81110,30942,6646,WARN,dfs.DataNode$DataXceiver,10.251.31.5:50010:Got exception while serving blk_-1367876730256254709 to /10.251.67.225:,blk_-1367876730256254709,10.251.31.5:50010,0,,,,['blk_-1367876730256254709'],blk_-1367876730256254709,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 031019 6604 INFO dfs.DataNode$DataXceiver: 10.251.126.83:50010 Served block blk_-3860894070657427592 to /10.251.126.83,81110,31019,6604,INFO,dfs.DataNode$DataXceiver,10.251.126.83:50010 Served block blk_-3860894070657427592 to /10.251.126.83,blk_-3860894070657427592,10.251.126.83:50010,0,,,,['blk_-3860894070657427592'],blk_-3860894070657427592,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 032126 6555 WARN dfs.DataNode$DataXceiver: 10.251.26.8:50010:Got exception while serving blk_-7983508786213002472 to /10.251.38.197:,81110,32126,6555,WARN,dfs.DataNode$DataXceiver,10.251.26.8:50010:Got exception while serving blk_-7983508786213002472 to /10.251.38.197:,blk_-7983508786213002472,10.251.26.8:50010,0,,,,['blk_-7983508786213002472'],blk_-7983508786213002472,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 035357 6606 INFO dfs.DataNode$DataXceiver: 10.251.71.97:50010 Served block blk_5454332143498402824 to /10.250.15.67,81110,35357,6606,INFO,dfs.DataNode$DataXceiver,10.251.71.97:50010 Served block blk_5454332143498402824 to /10.250.15.67,blk_5454332143498402824,10.251.71.97:50010,0,,,,['blk_5454332143498402824'],blk_5454332143498402824,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 040800 6739 INFO dfs.DataNode$DataXceiver: 10.250.6.214:50010 Served block blk_-3384560576963801177 to /10.250.6.214,81110,40800,6739,INFO,dfs.DataNode$DataXceiver,10.250.6.214:50010 Served block blk_-3384560576963801177 to /10.250.6.214,blk_-3384560576963801177,10.250.6.214:50010,0,,,,['blk_-3384560576963801177'],blk_-3384560576963801177,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 042826 6827 INFO dfs.DataNode$DataXceiver: 10.251.67.4:50010 Served block blk_-2901225370888235702 to /10.251.91.84,81110,42826,6827,INFO,dfs.DataNode$DataXceiver,10.251.67.4:50010 Served block blk_-2901225370888235702 to /10.251.91.84,blk_-2901225370888235702,10.251.67.4:50010,0,,,,['blk_-2901225370888235702'],blk_-2901225370888235702,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 045413 6957 INFO dfs.DataNode$DataXceiver: 10.251.215.50:50010 Served block blk_3963698556744744747 to /10.251.107.196,81110,45413,6957,INFO,dfs.DataNode$DataXceiver,10.251.215.50:50010 Served block blk_3963698556744744747 to /10.251.107.196,blk_3963698556744744747,10.251.215.50:50010,0,,,,['blk_3963698556744744747'],blk_3963698556744744747,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 050300 6683 INFO dfs.DataNode$DataXceiver: 10.251.30.134:50010 Served block blk_2039230511363331616 to /10.251.65.203,81110,50300,6683,INFO,dfs.DataNode$DataXceiver,10.251.30.134:50010 Served block blk_2039230511363331616 to /10.251.65.203,blk_2039230511363331616,10.251.30.134:50010,0,,,,['blk_2039230511363331616'],blk_2039230511363331616,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 051323 6956 INFO dfs.DataNode$DataXceiver: 10.251.71.146:50010 Served block blk_8482111101480751895 to /10.251.71.146,81110,51323,6956,INFO,dfs.DataNode$DataXceiver,10.251.71.146:50010 Served block blk_8482111101480751895 to /10.251.71.146,blk_8482111101480751895,10.251.71.146:50010,0,,,,['blk_8482111101480751895'],blk_8482111101480751895,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 054642 7145 INFO dfs.DataNode$DataXceiver: 10.251.215.16:50010 Served block blk_-5919767990596301121 to /10.251.215.16,81110,54642,7145,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_-5919767990596301121 to /10.251.215.16,blk_-5919767990596301121,10.251.215.16:50010,0,,,,['blk_-5919767990596301121'],blk_-5919767990596301121,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 060453 7193 INFO dfs.DataNode$DataXceiver: 10.251.199.225:50010 Served block blk_8457344665564381337 to /10.251.199.225,81110,60453,7193,INFO,dfs.DataNode$DataXceiver,10.251.199.225:50010 Served block blk_8457344665564381337 to /10.251.199.225,blk_8457344665564381337,10.251.199.225:50010,0,,,,['blk_8457344665564381337'],blk_8457344665564381337,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 060934 7211 INFO dfs.DataNode$DataXceiver: 10.251.66.102:50010 Served block blk_2986720270598512615 to /10.251.66.102,81110,60934,7211,INFO,dfs.DataNode$DataXceiver,10.251.66.102:50010 Served block blk_2986720270598512615 to /10.251.66.102,blk_2986720270598512615,10.251.66.102:50010,0,,,,['blk_2986720270598512615'],blk_2986720270598512615,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 065635 7324 INFO dfs.DataNode$DataXceiver: 10.251.90.64:50010 Served block blk_-5719934513583495857 to /10.251.199.245,81110,65635,7324,INFO,dfs.DataNode$DataXceiver,10.251.90.64:50010 Served block blk_-5719934513583495857 to /10.251.199.245,blk_-5719934513583495857,10.251.90.64:50010,0,,,,['blk_-5719934513583495857'],blk_-5719934513583495857,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 070326 7430 WARN dfs.DataNode$DataXceiver: 10.251.75.228:50010:Got exception while serving blk_-7680599654910200999 to /10.251.75.228:,81110,70326,7430,WARN,dfs.DataNode$DataXceiver,10.251.75.228:50010:Got exception while serving blk_-7680599654910200999 to /10.251.75.228:,blk_-7680599654910200999,10.251.75.228:50010,0,,,,['blk_-7680599654910200999'],blk_-7680599654910200999,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 070334 7327 INFO dfs.DataNode$DataXceiver: 10.251.111.37:50010 Served block blk_-6050976999174805557 to /10.251.111.37,81110,70334,7327,INFO,dfs.DataNode$DataXceiver,10.251.111.37:50010 Served block blk_-6050976999174805557 to /10.251.111.37,blk_-6050976999174805557,10.251.111.37:50010,0,,,,['blk_-6050976999174805557'],blk_-6050976999174805557,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 070347 7574 INFO dfs.DataNode$DataXceiver: 10.250.10.6:50010 Served block blk_1598414622053793245 to /10.251.90.239,81110,70347,7574,INFO,dfs.DataNode$DataXceiver,10.250.10.6:50010 Served block blk_1598414622053793245 to /10.251.90.239,blk_1598414622053793245,10.250.10.6:50010,0,,,,['blk_1598414622053793245'],blk_1598414622053793245,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 070614 7513 INFO dfs.DataNode$DataXceiver: 10.250.19.16:50010 Served block blk_-7837339190764609698 to /10.251.197.161,81110,70614,7513,INFO,dfs.DataNode$DataXceiver,10.250.19.16:50010 Served block blk_-7837339190764609698 to /10.251.197.161,blk_-7837339190764609698,10.250.19.16:50010,0,,,,['blk_-7837339190764609698'],blk_-7837339190764609698,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 070921 7744 INFO dfs.DataNode$DataXceiver: 10.251.39.144:50010 Served block blk_-8187008844253719581 to /10.251.91.32,81110,70921,7744,INFO,dfs.DataNode$DataXceiver,10.251.39.144:50010 Served block blk_-8187008844253719581 to /10.251.91.32,blk_-8187008844253719581,10.251.39.144:50010,0,,,,['blk_-8187008844253719581'],blk_-8187008844253719581,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 071154 7627 INFO dfs.DataNode$DataXceiver: 10.251.214.112:50010 Served block blk_4081177399275502985 to /10.251.110.68,81110,71154,7627,INFO,dfs.DataNode$DataXceiver,10.251.214.112:50010 Served block blk_4081177399275502985 to /10.251.110.68,blk_4081177399275502985,10.251.214.112:50010,0,,,,['blk_4081177399275502985'],blk_4081177399275502985,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 071426 7742 INFO dfs.DataNode$DataXceiver: 10.251.42.191:50010 Served block blk_3515154079719300106 to /10.251.42.191,81110,71426,7742,INFO,dfs.DataNode$DataXceiver,10.251.42.191:50010 Served block blk_3515154079719300106 to /10.251.42.191,blk_3515154079719300106,10.251.42.191:50010,0,,,,['blk_3515154079719300106'],blk_3515154079719300106,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 071657 7700 WARN dfs.DataNode$DataXceiver: 10.251.38.214:50010:Got exception while serving blk_5547569777499890340 to /10.251.195.52:,81110,71657,7700,WARN,dfs.DataNode$DataXceiver,10.251.38.214:50010:Got exception while serving blk_5547569777499890340 to /10.251.195.52:,blk_5547569777499890340,10.251.38.214:50010,0,,,,['blk_5547569777499890340'],blk_5547569777499890340,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 072121 7820 INFO dfs.DataNode$DataXceiver: 10.251.123.99:50010 Served block blk_5385121219895615240 to /10.251.71.146,81110,72121,7820,INFO,dfs.DataNode$DataXceiver,10.251.123.99:50010 Served block blk_5385121219895615240 to /10.251.71.146,blk_5385121219895615240,10.251.123.99:50010,0,,,,['blk_5385121219895615240'],blk_5385121219895615240,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 072124 7772 WARN dfs.DataNode$DataXceiver: 10.251.42.246:50010:Got exception while serving blk_-7658293778087733436 to /10.251.30.179:,81110,72124,7772,WARN,dfs.DataNode$DataXceiver,10.251.42.246:50010:Got exception while serving blk_-7658293778087733436 to /10.251.30.179:,blk_-7658293778087733436,10.251.42.246:50010,0,,,,['blk_-7658293778087733436'],blk_-7658293778087733436,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 080546 7970 WARN dfs.DataNode$DataXceiver: 10.251.111.130:50010:Got exception while serving blk_3169060243663461885 to /10.251.214.32:,81110,80546,7970,WARN,dfs.DataNode$DataXceiver,10.251.111.130:50010:Got exception while serving blk_3169060243663461885 to /10.251.214.32:,blk_3169060243663461885,10.251.111.130:50010,0,,,,['blk_3169060243663461885'],blk_3169060243663461885,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 080555 8227 INFO dfs.DataNode$DataXceiver: 10.250.11.194:50010 Served block blk_3087787567144441647 to /10.251.91.84,81110,80555,8227,INFO,dfs.DataNode$DataXceiver,10.250.11.194:50010 Served block blk_3087787567144441647 to /10.251.91.84,blk_3087787567144441647,10.250.11.194:50010,0,,,,['blk_3087787567144441647'],blk_3087787567144441647,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 080718 7850 INFO dfs.DataNode$DataXceiver: 10.250.10.100:50010 Served block blk_-3657665801189425193 to /10.250.10.100,81110,80718,7850,INFO,dfs.DataNode$DataXceiver,10.250.10.100:50010 Served block blk_-3657665801189425193 to /10.250.10.100,blk_-3657665801189425193,10.250.10.100:50010,0,,,,['blk_-3657665801189425193'],blk_-3657665801189425193,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 080724 8080 INFO dfs.DataNode$DataXceiver: 10.251.74.79:50010 Served block blk_-3457731723401426942 to /10.251.74.79,81110,80724,8080,INFO,dfs.DataNode$DataXceiver,10.251.74.79:50010 Served block blk_-3457731723401426942 to /10.251.74.79,blk_-3457731723401426942,10.251.74.79:50010,0,,,,['blk_-3457731723401426942'],blk_-3457731723401426942,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 080814 8123 INFO dfs.DataNode$DataXceiver: 10.251.42.84:50010 Served block blk_6105506155797750768 to /10.251.42.84,81110,80814,8123,INFO,dfs.DataNode$DataXceiver,10.251.42.84:50010 Served block blk_6105506155797750768 to /10.251.42.84,blk_6105506155797750768,10.251.42.84:50010,0,,,,['blk_6105506155797750768'],blk_6105506155797750768,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 080847 8088 WARN dfs.DataNode$DataXceiver: 10.251.26.8:50010:Got exception while serving blk_-8522942048313632858 to /10.251.31.85:,81110,80847,8088,WARN,dfs.DataNode$DataXceiver,10.251.26.8:50010:Got exception while serving blk_-8522942048313632858 to /10.251.31.85:,blk_-8522942048313632858,10.251.26.8:50010,0,,,,['blk_-8522942048313632858'],blk_-8522942048313632858,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 080922 7633 INFO dfs.DataNode$DataXceiver: 10.251.203.246:50010 Served block blk_365496398062338141 to /10.251.203.246,81110,80922,7633,INFO,dfs.DataNode$DataXceiver,10.251.203.246:50010 Served block blk_365496398062338141 to /10.251.203.246,blk_365496398062338141,10.251.203.246:50010,0,,,,['blk_365496398062338141'],blk_365496398062338141,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 080949 7994 INFO dfs.DataNode$DataXceiver: 10.250.19.227:50010 Served block blk_3979872751691718643 to /10.250.19.227,81110,80949,7994,INFO,dfs.DataNode$DataXceiver,10.250.19.227:50010 Served block blk_3979872751691718643 to /10.250.19.227,blk_3979872751691718643,10.250.19.227:50010,0,,,,['blk_3979872751691718643'],blk_3979872751691718643,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 081044 8125 WARN dfs.DataNode$DataXceiver: 10.251.123.1:50010:Got exception while serving blk_-272707591443354058 to /10.251.198.33:,81110,81044,8125,WARN,dfs.DataNode$DataXceiver,10.251.123.1:50010:Got exception while serving blk_-272707591443354058 to /10.251.198.33:,blk_-272707591443354058,10.251.123.1:50010,0,,,,['blk_-272707591443354058'],blk_-272707591443354058,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 081054 8108 WARN dfs.DataNode$DataXceiver: 10.251.90.239:50010:Got exception while serving blk_-8679916835272129336 to /10.250.15.198:,81110,81054,8108,WARN,dfs.DataNode$DataXceiver,10.251.90.239:50010:Got exception while serving blk_-8679916835272129336 to /10.250.15.198:,blk_-8679916835272129336,10.251.90.239:50010,0,,,,['blk_-8679916835272129336'],blk_-8679916835272129336,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 081337 8145 WARN dfs.DataNode$DataXceiver: 10.251.66.102:50010:Got exception while serving blk_6106884317961925960 to /10.251.66.102:,81110,81337,8145,WARN,dfs.DataNode$DataXceiver,10.251.66.102:50010:Got exception while serving blk_6106884317961925960 to /10.251.66.102:,blk_6106884317961925960,10.251.66.102:50010,0,,,,['blk_6106884317961925960'],blk_6106884317961925960,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 081515 8312 WARN dfs.DataNode$DataXceiver: 10.251.31.5:50010:Got exception while serving blk_6332892729727950039 to /10.251.123.1:,81110,81515,8312,WARN,dfs.DataNode$DataXceiver,10.251.31.5:50010:Got exception while serving blk_6332892729727950039 to /10.251.123.1:,blk_6332892729727950039,10.251.31.5:50010,0,,,,['blk_6332892729727950039'],blk_6332892729727950039,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 081643 8095 INFO dfs.DataNode$DataXceiver: 10.251.195.52:50010 Served block blk_6655622109568310643 to /10.251.195.52,81110,81643,8095,INFO,dfs.DataNode$DataXceiver,10.251.195.52:50010 Served block blk_6655622109568310643 to /10.251.195.52,blk_6655622109568310643,10.251.195.52:50010,0,,,,['blk_6655622109568310643'],blk_6655622109568310643,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 081643 8247 WARN dfs.DataNode$DataXceiver: 10.250.17.225:50010:Got exception while serving blk_-5935642747315643391 to /10.251.199.150:,81110,81643,8247,WARN,dfs.DataNode$DataXceiver,10.250.17.225:50010:Got exception while serving blk_-5935642747315643391 to /10.251.199.150:,blk_-5935642747315643391,10.250.17.225:50010,0,,,,['blk_-5935642747315643391'],blk_-5935642747315643391,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 081741 8169 WARN dfs.DataNode$DataXceiver: 10.251.215.70:50010:Got exception while serving blk_-20269367189114433 to /10.251.30.179:,81110,81741,8169,WARN,dfs.DataNode$DataXceiver,10.251.215.70:50010:Got exception while serving blk_-20269367189114433 to /10.251.30.179:,blk_-20269367189114433,10.251.215.70:50010,0,,,,['blk_-20269367189114433'],blk_-20269367189114433,dfs.DataNode,DataXceiver,<*> exception while serving <*> to <*>,9
081110 082013 8326 INFO dfs.DataNode$DataXceiver: 10.251.43.115:50010 Served block blk_-7364557883931785608 to /10.251.43.115,81110,82013,8326,INFO,dfs.DataNode$DataXceiver,10.251.43.115:50010 Served block blk_-7364557883931785608 to /10.251.43.115,blk_-7364557883931785608,10.251.43.115:50010,0,,,,['blk_-7364557883931785608'],blk_-7364557883931785608,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 082043 8305 INFO dfs.DataNode$DataXceiver: 10.251.215.16:50010 Served block blk_2322432806134104317 to /10.251.215.16,81110,82043,8305,INFO,dfs.DataNode$DataXceiver,10.251.215.16:50010 Served block blk_2322432806134104317 to /10.251.215.16,blk_2322432806134104317,10.251.215.16:50010,0,,,,['blk_2322432806134104317'],blk_2322432806134104317,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
081110 082444 8172 INFO dfs.DataNode$DataXceiver: 10.251.109.209:50010 Served block blk_4848669047361069041 to /10.251.26.177,81110,82444,8172,INFO,dfs.DataNode$DataXceiver,10.251.109.209:50010 Served block blk_4848669047361069041 to /10.251.26.177,blk_4848669047361069041,10.251.109.209:50010,0,,,,['blk_4848669047361069041'],blk_4848669047361069041,dfs.DataNode,DataXceiver,<*> Served block <*> to <*>,8
